99.026,98.947,98.84,98.481,98.121,97.627,96.992,96.258,95.38,94.396,93.3,92.074,90.691,88.914,86.859,84.357,81.528,78.533,75.518,72.603,69.978,67.559,65.406,63.602,62.045,60.559,59.448,58.442,57.703,57.223,56.922,56.749,56.674,56.724,56.89,57.196,57.794,58.486,59.023,59.319,59.411,59.501,59.567,59.654,59.761,59.898,60.085,60.361,60.693,61.125,61.704,62.373,63.047,63.842,64.711,65.661,66.633,67.643,68.686,69.754,70.81,71.848,72.86,73.783,74.648,75.401,76.025,76.586,77.012,77.333,77.567,77.657,77.649,77.544,77.362,77.063,76.581,75.962,75.087,73.875,72.347,70.612,68.558,66.473,64.803,63.297,62.167,61.539,61.014,60.505,60.106,59.7,59.321,58.986,58.712,58.521,58.412,58.324,58.251,58.218,58.236,58.344,58.551,58.841,59.118,59.413,59.711,60.124,60.832,61.69
106.34,106.33,106.24,106.06,105.81,105.48,105.08,104.6,104.09,103.56,103.03,102.35,101.51,100.41,99.059,97.35,95.362,92.84,90.002,87.086,84.083,81.161,78.439,75.911,73.565,71.412,69.392,67.5,65.711,64,62.4,60.938,59.66,58.589,57.74,57.048,56.452,56.026,55.775,55.596,55.476,55.422,55.424,55.501,55.672,55.966,56.395,56.944,57.631,58.453,59.421,60.529,61.762,63.095,64.481,65.936,67.44,68.928,70.326,71.624,72.884,74.202,75.544,76.881,78.122,79.134,79.901,80.364,80.597,80.613,80.405,79.964,79.226,78.198,76.812,75.029,72.893,70.448,67.823,65.188,62.657,60.348,58.32,56.493,54.851,53.422,52.143,51.033,50.066,49.24,48.603,48.232,47.985,47.883,47.864,47.885,47.965,48.137,48.451,48.798,49.136,49.464,49.795,50.133,50.521,50.953,51.446,52.02,52.652,53.349
104.43,104.31,104.06,103.68,103.16,102.52,101.75,100.86,99.776,98.692,97.405,96.014,94.447,92.736,90.599,87.959,85.16,82.331,79.497,76.789,74.332,71.912,69.646,67.577,65.653,63.879,62.22,60.725,59.353,58.185,57.231,56.388,55.755,55.23,54.798,54.469,54.268,54.084,53.905,53.696,53.629,53.619,53.676,53.804,54.085,54.491,55.059,55.695,56.508,57.461,58.517,59.657,60.891,62.14,63.378,64.597,65.829,67.073,68.383,69.765,71.145,72.493,73.658,74.614,75.302,75.66,75.886,75.876,75.646,75.166,74.451,73.427,72.182,70.586,68.794,66.756,64.54,62.375,60.425,58.555,56.891,55.404,54.177,53.186,52.341,51.618,50.998,50.584,50.349,50.311,50.391,50.536,50.728,50.962,51.214,51.578,52.001,52.316,52.625,52.936,53.238,53.565,53.931,54.353,54.878,55.482,56.217,57.09,58.01,59.016
93.285,93.191,92.994,92.71,92.321,91.807,91.189,90.467,89.656,88.757,87.787,86.761,85.641,84.178,82.308,80.094,77.496,74.625,71.616,68.544,65.666,62.99,60.582,58.422,56.471,54.692,53.045,51.551,50.177,48.892,47.728,46.695,45.788,44.986,44.281,43.726,43.277,42.939,42.769,42.728,42.797,42.979,43.32,43.822,44.461,45.227,46.171,47.28,48.6,50.001,51.458,52.952,54.479,56.054,57.656,59.25,60.765,62.156,63.389,64.678,65.872,66.999,68.057,69.008,69.76,70.322,70.717,70.897,70.928,70.753,70.325,69.729,68.957,67.977,66.748,65.275,63.421,61.413,59.296,57.083,54.949,52.958,51.141,49.536,48.152,46.987,46.056,45.275,44.649,44.177,43.797,43.556,43.433,43.344,43.267,43.181,43.139,43.102,43.211,43.332,43.381,43.393,43.481,43.696,44.012,44.426,44.949,45.612,46.438,47.387
90.941,90.876,90.701,90.369,89.935,89.367,88.707,87.921,86.887,85.538,83.954,82.182,80.114,77.702,74.958,72.071,69.066,65.956,62.917,60.037,57.378,54.954,52.849,51.032,49.469,48.117,47.018,46.157,45.584,45.248,45.065,44.95,44.949,45.128,45.479,45.859,46.033,46.138,46.253,46.452,46.755,47.126,47.552,48.075,48.735,49.559,50.534,51.673,52.901,54.208,55.602,57.12,58.704,60.315,61.895,63.399,64.828,66.177,67.395,68.525,69.577,70.536,71.386,72.154,72.792,73.296,73.667,73.942,74.097,74.067,73.844,73.51,73.055,72.43,71.596,70.592,69.351,67.804,65.95,63.766,61.287,58.75,56.416,54.418,52.889,51.72,50.748,49.909,49.178,48.543,48.008,47.54,47.132,46.781,46.538,46.411,46.343,46.269,46.136,46.127,46.21,46.35,46.509,46.686,47.138,47.773,48.518,49.402,50.436,51.64
103.26,103.23,103.11,102.91,102.65,102.31,101.91,101.49,101.07,100.57,99.819,98.859,97.708,96.219,94.344,92.042,89.491,86.848,84.191,81.556,79.044,76.665,74.398,72.288,70.354,68.578,67.008,65.52,64.17,63.057,62.217,61.633,61.184,60.85,60.601,60.434,60.365,60.4,60.545,60.683,60.89,61.119,61.381,61.713,62.126,62.611,63.2,63.872,64.607,65.402,66.293,67.258,68.234,69.229,70.264,71.282,72.309,73.377,74.467,75.56,76.696,77.824,78.845,79.761,80.49,80.995,81.344,81.5,81.576,81.458,81.021,80.382,79.516,78.343,76.9,75.21,73.372,71.45,69.557,67.802,66.215,64.834,63.671,62.678,61.756,61.079,60.623,60.444,60.458,60.634,61.039,61.529,62.07,62.604,63.116,63.595,64.118,64.737,64.957,64.98,64.861,64.723,64.542,64.347,64.16,63.989,63.889,63.89,64.022,64.394
99.347,99.203,98.911,98.446,97.881,97.173,96.327,95.342,94.218,92.905,91.379,89.169,86.571,83.669,80.589,77.485,74.451,71.671,69.145,66.84,64.783,62.884,61.151,59.569,58.128,56.779,55.543,54.433,53.517,52.702,52.01,51.414,50.92,50.526,50.307,50.231,50.228,50.255,50.397,50.651,50.993,51.508,52.217,53.076,54.084,55.245,56.533,57.924,59.407,60.957,62.54,64.104,65.624,67.006,68.289,69.578,70.918,72.177,73.437,74.654,75.719,76.571,77.187,77.583,77.754,77.722,77.492,77.077,76.417,75.479,74.203,72.591,70.516,68.285,65.982,63.715,61.546,59.565,57.725,56.183,54.819,53.705,52.793,51.996,51.336,50.792,50.46,50.304,50.281,50.397,50.586,50.787,50.983,51.196,51.505,51.904,52.326,52.6,52.837,53.058,53.298,53.567,53.889,54.306,54.801,55.421,56.121,56.906,57.773,58.728
92.757,92.653,92.421,92.051,91.551,90.923,90.165,89.312,88.323,87.199,85.938,84.465,82.448,79.9,77.102,74.082,71.021,68.103,65.362,62.915,60.782,58.916,57.322,55.892,54.663,53.672,52.893,52.34,52.07,52.014,52.11,52.297,52.494,52.712,52.951,53.228,53.692,54.276,54.798,55.214,55.621,56.061,56.569,57.143,57.786,58.507,59.324,60.214,61.184,62.211,63.279,64.396,65.58,66.799,67.986,69.168,70.453,71.772,73.201,74.664,76.101,77.306,78.232,78.931,79.418,79.657,79.638,79.441,78.95,78.154,77.113,75.798,74.185,72.203,69.882,67.407,64.97,62.665,60.675,59.013,57.487,56.102,54.934,53.905,52.986,52.228,51.679,51.238,50.875,50.595,50.291,49.969,49.638,49.309,48.973,48.793,48.697,48.48,48.213,48.033,47.98,48.081,48.31,48.786,49.536,50.382,51.454,52.719,54.125,55.623
67.467,67.447,67.384,67.272,67.118,66.933,66.696,66.42,66.101,65.736,65.326,64.867,64.359,63.817,63.22,62.564,61.855,61.087,60.265,59.389,58.481,57.53,56.487,55.357,54.212,52.963,51.633,50.244,48.835,47.442,46.13,44.906,43.803,42.799,41.875,41.025,40.22,39.522,38.891,38.353,37.92,37.565,37.275,37.041,36.855,36.716,36.681,36.724,36.81,36.926,37.08,37.311,37.636,38.056,38.595,39.209,39.907,40.666,41.499,42.425,43.43,44.459,45.471,46.432,47.358,48.248,49.039,49.631,50.262,50.79,51.235,51.555,51.783,51.902,51.932,51.855,51.707,51.46,51.107,50.642,50.099,49.429,48.627,47.763,46.724,45.531,44.21,42.835,41.434,40.069,38.757,37.516,36.368,35.354,34.491,33.741,33.113,32.601,32.223,31.975,31.847,31.802,31.84,31.919,32.001,32.123,32.322,32.571,32.923,33.271
47.077,47.039,46.966,46.862,46.7,46.501,46.258,45.977,45.668,45.329,44.933,44.463,43.91,43.228,42.397,41.486,40.479,39.375,38.221,37.077,35.953,34.856,33.84,32.905,32.207,31.712,31.302,31.039,30.905,30.899,31.025,31.218,31.434,31.636,31.847,32.044,32.228,32.388,32.523,32.648,32.787,32.97,33.216,33.544,33.957,34.473,35.091,35.82,36.657,37.561,38.465,39.339,40.186,40.978,41.738,42.458,43.087,43.607,44.028,44.399,44.708,44.965,45.181,45.364,45.517,45.663,45.808,45.939,46.016,46.021,45.971,45.818,45.52,45.025,44.262,43.299,42.181,40.907,39.505,37.881,36.098,34.303,32.673,31.39,30.331,29.455,28.764,28.375,28.138,28.12,28.302,28.647,29.104,29.664,30.303,30.895,31.433,31.869,32.201,32.497,32.789,33.107,33.454,33.819,34.206,34.614,35.053,35.537,36.047,36.574
41.466,41.466,41.438,41.384,41.284,41.157,40.997,40.813,40.607,40.388,40.164,39.874,39.482,38.818,38.084,37.259,36.287,35.295,34.309,33.324,32.337,31.388,30.432,29.537,28.784,28.17,27.638,27.209,26.911,26.679,26.582,26.613,26.708,26.826,26.911,26.95,26.98,27.003,27.026,27.052,27.085,27.167,27.322,27.543,27.85,28.216,28.623,29.124,29.709,30.358,31.062,31.807,32.583,33.389,34.214,35.069,35.933,36.783,37.605,38.377,39.092,39.764,40.403,40.989,41.549,42.097,42.625,43.083,43.44,43.658,43.693,43.569,43.318,42.876,42.258,41.416,40.439,39.347,38.17,36.98,35.793,34.636,33.558,32.702,31.923,31.344,30.905,30.599,30.361,30.213,30.217,30.299,30.432,30.586,30.671,30.726,30.775,30.847,30.929,31.02,31.151,31.344,31.756,32.242,32.806,33.456,34.245,35.188,36.256,37.44
57.064,57.009,56.975,57.026,57.172,57.4,57.742,58.245,58.948,59.875,61.02,62.305,63.696,65.168,66.716,68.304,69.898,71.35,72.657,73.865,75.091,76.37,77.529,78.632,79.639,80.484,81.116,81.468,81.643,81.55,81.304,80.853,80.194,79.228,77.929,76.343,74.594,72.513,70.2,67.787,65.393,63.123,61.091,59.271,57.699,56.33,55.135,54.108,53.303,52.619,52.129,51.877,51.805,51.863,52.014,52.253,52.56,52.943,53.438,54.06,54.701,55.265,55.874,56.52,57.201,57.933,58.701,59.52,60.404,61.344,62.307,63.287,64.284,65.305,66.343,67.37,68.378,69.288,70.195,71.099,72.001,72.908,73.794,74.574,75.133,75.579,75.903,76.092,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117,76.117
88.586,88.472,88.256,87.93,87.532,87.038,86.456,85.814,85.135,84.439,83.409,82.058,80.332,77.969,75.532,73.082,70.695,68.416,66.252,64.236,62.426,60.935,59.659,58.688,57.959,57.512,57.245,57.151,57.381,57.812,58.382,59.041,59.654,60.196,60.644,61.186,61.875,62.606,63.244,63.728,64.057,64.287,64.469,64.642,64.839,65.073,65.368,65.727,66.15,66.642,67.267,68.024,68.868,69.732,70.602,71.461,72.343,73.241,74.161,75.166,76.235,77.262,78.161,78.766,79.149,79.361,79.388,79.262,78.986,78.507,77.73,76.682,75.345,73.663,71.684,69.443,67.132,64.808,62.658,60.703,58.93,57.487,56.27,55.277,54.36,53.48,52.779,52.219,51.77,51.508,51.263,51.023,50.858,50.775,50.77,50.93,51.141,51.317,51.5,51.74,52.081,52.555,53.215,54.017,54.944,56.012,57.214,58.548,60.012,61.541
54.425,54.387,54.333,54.334,54.513,54.783,54.687,54.518,54.431,54.435,54.505,54.683,54.989,55.363,55.871,56.56,57.463,58.475,59.573,60.723,61.924,63.177,64.474,65.624,66.693,67.781,68.929,70.078,71.167,72.233,73.176,73.933,74.437,74.769,74.887,74.857,74.612,74.201,73.565,72.701,71.516,70.067,68.401,66.511,64.463,62.252,60.128,58.137,56.336,54.727,53.339,52.153,51.146,50.364,49.721,49.257,48.979,48.934,49.014,49.29,49.686,50.163,50.757,51.456,52.225,53.095,54.077,55.109,56.132,57.169,58.228,59.302,60.395,61.495,62.588,63.657,64.697,65.698,66.672,67.593,68.489,69.349,70.138,70.831,71.492,72.152,72.753,73.333,73.897,74.439,74.906,75.228,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367,75.367
91.838,91.738,91.55,91.267,90.871,90.369,89.755,89.032,88.206,87.26,86.233,85.093,83.803,82.356,80.711,78.757,76.3,73.536,70.692,68,65.552,63.337,61.393,59.646,58.046,56.557,55.177,53.872,52.611,51.406,50.257,49.165,48.159,47.247,46.443,45.706,45.067,44.598,44.243,43.992,43.838,43.757,43.725,43.774,43.954,44.324,44.818,45.47,46.335,47.359,48.508,49.778,51.156,52.58,54.001,55.389,56.75,58.139,59.672,61.272,62.896,64.53,66.134,67.403,68.33,69.03,69.505,69.836,70.008,69.981,69.737,69.164,68.295,67.075,65.49,63.508,61.259,58.935,56.648,54.527,52.622,50.893,49.384,48.081,46.936,45.954,45.105,44.342,43.651,43.04,42.504,42.101,41.875,41.749,41.67,41.632,41.635,41.707,41.863,42.122,42.459,42.835,43.179,43.552,43.952,44.38,44.833,45.323,45.944,46.669
90.837,90.743,90.556,90.246,89.841,89.328,88.68,87.935,87.077,86.113,85.041,83.856,82.571,81.13,79.563,77.817,75.854,73.547,70.758,67.67,64.54,61.651,59.024,56.642,54.528,52.607,50.875,49.258,47.791,46.434,45.143,43.945,42.838,41.837,40.968,40.213,39.544,38.958,38.445,38.051,37.767,37.595,37.538,37.566,37.57,37.662,37.823,38.084,38.458,38.979,39.667,40.534,41.537,42.631,43.816,45.07,46.399,47.667,48.866,50.032,51.282,52.609,53.968,55.383,56.737,57.902,58.798,59.477,60.036,60.441,60.581,60.474,60.144,59.579,58.706,57.558,56.183,54.553,52.708,50.83,48.983,47.309,45.809,44.471,43.307,42.279,41.366,40.556,39.86,39.232,38.678,38.236,37.906,37.67,37.557,37.499,37.493,37.528,37.633,37.808,38.054,38.375,38.736,39.134,39.586,40.119,40.738,41.417,42.166,42.999
67.251,67.211,67.064,66.812,66.442,65.968,65.388,64.71,63.935,63.035,62.001,60.824,59.379,57.541,55.324,52.998,50.858,48.876,47.105,45.538,44.108,42.807,41.596,40.474,39.436,38.469,37.602,36.861,36.229,35.695,35.219,34.789,34.409,34.072,33.819,33.693,33.644,33.664,33.708,33.791,33.961,34.326,34.76,35.274,35.881,36.627,37.475,38.383,39.39,40.45,41.514,42.568,43.601,44.664,45.838,47.075,48.372,49.74,51.112,52.375,53.459,54.387,55.134,55.738,56.18,56.478,56.64,56.55,56.318,55.893,55.285,54.519,53.563,52.413,51.082,49.689,48.312,47.004,45.845,44.801,43.959,43.341,42.871,42.496,42.176,41.86,41.635,41.504,41.467,41.479,41.525,41.599,41.692,41.861,42.129,42.447,42.777,43.034,43.277,43.571,43.944,44.383,44.879,45.449,46.123,46.925,47.822,48.781,49.807,50.862
